Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
44,U.C. Riverside,Los Angeles Basin,7/3/2007,184,7.60, ,0.00, ,336, ,1.3, ,37.2, ,18.1, ,27.8, ,67, ,16, ,35, ,10.8, ,1.9, ,163.6, ,24.3, 
44,U.C. Riverside,Los Angeles Basin,7/4/2007,185,6.72, ,0.00, ,306, ,1.5, ,35.7, ,17.8, ,26.9, ,72, ,21, ,43, ,13.3, ,1.8, ,151.3, ,24.3, 
44,U.C. Riverside,Los Angeles Basin,7/5/2007,186,6.72, ,0.00, ,308, ,1.6, ,33.6, ,18.8, ,26.5, ,74, ,27, ,47, ,14.1, ,1.9, ,164.7, ,25.0, 
44,U.C. Riverside,Los Angeles Basin,7/6/2007,187,6.54, ,0.00, ,310, ,1.7, ,35.5, ,17.5, ,25.6, ,82, ,30, ,52, ,15.1, ,1.9, ,166.9, ,24.7, 
44,U.C. Riverside,Los Angeles Basin,7/7/2007,188,6.73, ,0.00, ,317, ,1.6, ,34.6, ,17.1, ,24.7, ,82, ,24, ,52, ,14.2, ,2.0, ,171.3, ,25.1, 
44,U.C. Riverside,Los Angeles Basin,7/8/2007,189,6.39, ,0.00, ,320, ,1.6, ,31.0, ,16.1, ,22.8, ,84, ,31, ,58, ,14.0, ,2.0, ,174.9, ,24.2, 
44,U.C. Riverside,Los Angeles Basin,7/9/2007,190,5.93, ,0.00, ,300, ,1.6, ,30.4, ,16.4, ,21.9, ,83, ,34, ,60, ,13.9, ,2.2, ,188.9, ,24.3, 
44,U.C. Riverside,Los Angeles Basin,7/10/2007,191,4.96, ,0.00, ,252, ,1.6, ,28.4, ,16.8, ,21.1, ,82, ,43, ,64, ,14.0, ,2.2, ,188.5, ,23.2, 
44,U.C. Riverside,Los Angeles Basin,7/11/2007,192,5.79, ,0.00, ,294, ,1.5, ,29.5, ,16.8, ,21.6, ,79, ,34, ,58, ,12.9, ,2.1, ,179.9, ,23.1, 
44,U.C. Riverside,Los Angeles Basin,7/12/2007,193,6.63, ,0.00, ,324, ,1.3, ,32.0, ,14.6, ,22.6, ,79, ,23, ,48, ,10.9, ,1.9, ,165.9, ,23.5, 
44,U.C. Riverside,Los Angeles Basin,7/13/2007,194,7.09, ,0.00, ,319, ,1.2, ,35.2, ,15.0, ,25.8, ,73, ,19, ,36, ,9.4, ,2.0, ,171.8, ,22.6, 
44,U.C. Riverside,Los Angeles Basin,7/14/2007,195,5.96, ,0.00, ,248, ,1.3, ,33.4, ,20.8, ,26.4, ,57, ,24, ,37, ,10.6, ,1.8, ,157.4, ,23.8, 
44,U.C. Riverside,Los Angeles Basin,7/15/2007,196,6.56, ,0.00, ,303, ,1.6, ,33.3, ,19.4, ,25.2, ,73, ,26, ,49, ,13.6, ,2.1, ,177.9, ,24.2, 
44,U.C. Riverside,Los Angeles Basin,7/16/2007,197,6.21, ,0.00, ,305, ,1.6, ,31.7, ,17.3, ,23.3, ,80, ,34, ,56, ,14.1, ,2.0, ,176.5, ,24.5, 
44,U.C. Riverside,Los Angeles Basin,7/17/2007,198,5.93, ,0.00, ,295, ,1.6, ,31.5, ,16.5, ,22.6, ,84, ,30, ,57, ,13.7, ,1.9, ,162.8, ,23.5, 
44,U.C. Riverside,Los Angeles Basin,7/18/2007,199,6.49, ,0.00, ,312, ,1.4, ,32.1, ,15.8, ,23.4, ,80, ,25, ,49, ,12.0, ,2.0, ,170.4, ,23.2, 
44,U.C. Riverside,Los Angeles Basin,7/19/2007,200,6.71, ,0.00, ,313, ,1.4, ,33.3, ,16.5, ,24.4, ,74, ,27, ,46, ,12.2, ,2.0, ,172.5, ,23.9, 
44,U.C. Riverside,Los Angeles Basin,7/20/2007,201,6.22, ,0.00, ,295, ,1.5, ,33.3, ,16.7, ,23.8, ,79, ,23, ,51, ,13.1, ,1.9, ,165.5, ,23.5, 
44,U.C. Riverside,Los Angeles Basin,7/21/2007,202,5.52, ,0.00, ,269, ,1.6, ,32.1, ,16.3, ,23.1, ,82, ,33, ,57, ,14.1, ,2.0, ,168.8, ,24.0, 
44,U.C. Riverside,Los Angeles Basin,7/22/2007,203,3.31, ,0.00, ,162, ,1.6, ,31.5, ,16.7, ,23.5, ,82, ,34, ,56, ,14.2, ,1.5, ,133.4, ,23.1, 
44,U.C. Riverside,Los Angeles Basin,7/23/2007,204,4.14, ,0.00, ,179, ,1.7, ,31.6, ,20.2, ,25.4, ,76, ,34, ,51, ,14.6, ,2.0, ,169.4, ,23.7, 
44,U.C. Riverside,Los Angeles Basin,7/24/2007,205,5.35, ,0.00, ,240, ,1.7, ,33.4, ,18.1, ,25.2, ,82, ,32, ,53, ,15.0, ,2.0, ,174.2, ,24.0, 
44,U.C. Riverside,Los Angeles Basin,7/25/2007,206,5.88, ,0.00, ,254, ,1.6, ,34.7, ,18.1, ,25.9, ,79, ,28, ,48, ,13.9, ,2.0, ,171.3, ,24.1, 
44,U.C. Riverside,Los Angeles Basin,7/26/2007,207,6.86, ,0.00, ,383,R,1.4, ,36.1, ,,S,30.9, ,68, ,24, ,31, ,11.6, ,2.7,R,232.4,R,25.8, 
44,U.C. Riverside,Los Angeles Basin,7/27/2007,208,7.09, ,0.00, ,295, ,1.3, ,35.5, ,19.1, ,27.1, ,63, ,18, ,35, ,10.4, ,2.1, ,180.0, ,24.3, 
44,U.C. Riverside,Los Angeles Basin,7/28/2007,209,6.42, ,0.00, ,270, ,1.0, ,34.1, ,18.5, ,25.6, ,54, ,13, ,31, ,7.3, ,1.8, ,154.2, ,24.3, 
44,U.C. Riverside,Los Angeles Basin,7/29/2007,210,6.27, ,0.00, ,293, ,1.4, ,33.7, ,17.7, ,24.6, ,74, ,20, ,45, ,11.7, ,1.8, ,152.2, ,24.1, 
44,U.C. Riverside,Los Angeles Basin,7/30/2007,211,6.16, ,0.00, ,294, ,1.5, ,32.2, ,17.5, ,23.9, ,76, ,30, ,51, ,13.2, ,1.9, ,165.6, ,24.2, 
44,U.C. Riverside,Los Angeles Basin,7/31/2007,212,5.30, ,0.00, ,263, ,1.7, ,31.3, ,18.2, ,23.2, ,81, ,39, ,61, ,15.3, ,2.1, ,181.4, ,24.1, 
44,U.C. Riverside,Los Angeles Basin,8/1/2007,213,3.44, ,0.00, ,176, ,1.8, ,32.6, ,18.4, ,23.3, ,82, ,40, ,64, ,16.2, ,1.8, ,156.7, ,23.8, 
44,U.C. Riverside,Los Angeles Basin,8/2/2007,214,5.95, ,0.00, ,280, ,1.7, ,33.4, ,18.8, ,24.9, ,81, ,28, ,55, ,15.2, ,1.8, ,155.0, ,24.7, 
44,U.C. Riverside,Los Angeles Basin,8/3/2007,215,6.29, ,0.00, ,287, ,1.6, ,34.4, ,17.7, ,25.3, ,81, ,25, ,48, ,13.6, ,1.8, ,156.0, ,24.4, 
44,U.C. Riverside,Los Angeles Basin,8/4/2007,216,5.86, ,0.00, ,276, ,1.7, ,33.2, ,18.4, ,24.2, ,81, ,27, ,55, ,14.7, ,1.9, ,164.1, ,24.7, 
44,U.C. Riverside,Los Angeles Basin,8/5/2007,217,5.18, ,0.00, ,261, ,1.6, ,30.1, ,18.0, ,22.0, ,81, ,34, ,62, ,14.3, ,2.0, ,171.8, ,24.2, 
44,U.C. Riverside,Los Angeles Basin,8/6/2007,218,4.96, ,0.00, ,249, ,1.5, ,30.5, ,16.9, ,21.8, ,79, ,25, ,58, ,13.2, ,1.8, ,159.1, ,23.9, 
44,U.C. Riverside,Los Angeles Basin,8/7/2007,219,5.31, ,0.00, ,272, ,1.5, ,28.9, ,15.3, ,21.0, ,83, ,34, ,59, ,12.7, ,1.8, ,157.2, ,23.2, 
44,U.C. Riverside,Los Angeles Basin,8/8/2007,220,5.95, ,0.00, ,296, ,1.4, ,30.6, ,15.1, ,22.3, ,82, ,29, ,53, ,12.2, ,1.8, ,157.5, ,23.0, 
44,U.C. Riverside,Los Angeles Basin,8/9/2007,221,6.10, ,0.00, ,298, ,1.4, ,31.8, ,15.0, ,22.7, ,75, ,27, ,51, ,12.1, ,1.9, ,165.8, ,23.4, 
44,U.C. Riverside,Los Angeles Basin,8/10/2007,222,5.61, ,0.00, ,279, ,1.6, ,31.6, ,15.9, ,22.4, ,85, ,31, ,58, ,13.8, ,1.8, ,155.4, ,23.4, 
44,U.C. Riverside,Los Angeles Basin,8/11/2007,223,5.76, ,0.00, ,287, ,1.6, ,32.5, ,15.8, ,23.0, ,82, ,29, ,56, ,13.7, ,1.7, ,147.1, ,23.8, 
44,U.C. Riverside,Los Angeles Basin,8/12/2007,224,6.27, ,0.00, ,278, ,1.4, ,35.8, ,16.8, ,25.8, ,80, ,17, ,43, ,12.1, ,1.8, ,152.4, ,24.1, 
44,U.C. Riverside,Los Angeles Basin,8/13/2007,225,6.91, ,0.00, ,291, ,1.1, ,37.2, ,18.6, ,27.3, ,63, ,13, ,31, ,8.8, ,1.9, ,160.8, ,24.5, 
44,U.C. Riverside,Los Angeles Basin,8/14/2007,226,6.31, ,0.00, ,247, ,1.3, ,38.9, ,18.6, ,28.8, ,63, ,17, ,32, ,10.6, ,1.9, ,161.7, ,24.2, 
44,U.C. Riverside,Los Angeles Basin,8/15/2007,227,6.66, ,0.00, ,262, ,1.2, ,37.0, ,20.0, ,28.7, ,58, ,14, ,31, ,10.0, ,1.9, ,161.4, ,24.5, 
44,U.C. Riverside,Los Angeles Basin,8/16/2007,228,6.79, ,0.00, ,272, ,1.3, ,37.2, ,20.5, ,28.8, ,59, ,19, ,34, ,11.2, ,1.8, ,159.2, ,25.1, 
44,U.C. Riverside,Los Angeles Basin,8/17/2007,229,6.17, ,0.00, ,254, ,1.4, ,35.9, ,20.0, ,27.7, ,61, ,24, ,38, ,12.2, ,1.9, ,162.8, ,24.9, 
44,U.C. Riverside,Los Angeles Basin,8/18/2007,230,6.64, ,0.00, ,276, ,1.4, ,37.0, ,19.9, ,27.9, ,61, ,23, ,37, ,11.9, ,1.9, ,161.6, ,25.2, 
44,U.C. Riverside,Los Angeles Basin,8/19/2007,231,6.76, ,0.00, ,278, ,1.2, ,36.0, ,19.7, ,27.3, ,63, ,10, ,32, ,9.4, ,1.8, ,157.3, ,24.7, 
44,U.C. Riverside,Los Angeles Basin,8/20/2007,232,6.80, ,0.00, ,282, ,1.1, ,36.6, ,18.5, ,27.3, ,64, ,10, ,30, ,8.3, ,1.9, ,162.7, ,24.4, 
44,U.C. Riverside,Los Angeles Basin,8/21/2007,233,6.62, ,0.00, ,279, ,0.9,Y,36.5, ,16.5, ,26.4, ,54, ,11, ,26,Y,5.3,Y,1.8, ,154.4, ,23.6, 
44,U.C. Riverside,Los Angeles Basin,8/22/2007,234,5.32, ,0.00, ,237, ,1.4, ,33.6, ,16.5, ,24.3, ,72, ,19, ,46, ,12.0, ,1.8, ,158.7, ,23.1, 
44,U.C. Riverside,Los Angeles Basin,8/23/2007,235,5.17, ,0.00, ,261, ,1.7, ,31.3, ,17.4, ,22.6, ,82, ,34, ,61, ,14.8, ,1.9, ,160.6, ,23.9, 
44,U.C. Riverside,Los Angeles Basin,8/24/2007,236,5.31, ,0.00, ,262, ,1.7, ,32.5, ,17.8, ,23.0, ,83, ,33, ,60, ,14.9, ,2.0, ,176.9, ,23.9, 
44,U.C. Riverside,Los Angeles Basin,8/25/2007,237,4.60, ,0.00, ,218, ,1.6, ,31.0, ,17.4, ,23.7, ,79, ,38, ,56, ,14.3, ,1.8, ,153.4, ,24.0, 
44,U.C. Riverside,Los Angeles Basin,8/26/2007,238,3.47, ,0.00, ,178, ,1.5, ,31.9, ,19.0, ,24.2, ,71, ,25, ,50, ,13.1, ,1.5, ,128.4, ,23.8, 
44,U.C. Riverside,Los Angeles Basin,8/27/2007,239,5.92, ,0.00, ,258, ,1.4, ,34.1, ,18.4, ,25.9, ,68, ,27, ,43, ,12.4, ,1.8, ,152.4, ,24.0, 
44,U.C. Riverside,Los Angeles Basin,8/28/2007,240,6.05, ,0.00, ,264, ,1.5, ,37.0, ,19.0, ,27.5, ,69, ,24, ,41, ,13.1, ,1.8, ,151.3, ,24.4, 
44,U.C. Riverside,Los Angeles Basin,8/29/2007,241,6.19, ,0.00, ,247, ,1.4, ,40.1, ,19.9, ,29.6, ,59, ,20, ,35, ,12.4, ,1.7, ,145.1, ,24.6, 
44,U.C. Riverside,Los Angeles Basin,8/30/2007,242,6.08, ,0.00, ,244, ,1.7, ,40.2, ,24.4,Y,31.7, ,60, ,22, ,37, ,15.1, ,1.8, ,155.7, ,25.6, 
44,U.C. Riverside,Los Angeles Basin,8/31/2007,243,5.55, ,0.00, ,220, ,1.8, ,40.4, ,23.7,Y,31.6, ,64, ,22, ,38, ,15.5, ,1.5, ,130.0, ,26.1, 
44,U.C. Riverside,Los Angeles Basin,9/1/2007,244,6.45, ,0.00, ,250, ,1.6, ,41.6,Y,24.1,Y,32.3, ,57, ,19, ,34, ,14.4, ,1.7, ,144.9, ,26.4, 
44,U.C. Riverside,Los Angeles Basin,9/2/2007,245,6.11, ,0.00, ,229, ,1.6, ,41.2, ,24.1,Y,33.2, ,55, ,20, ,31, ,13.9, ,1.7, ,145.4, ,26.5, 
44,U.C. Riverside,Los Angeles Basin,9/3/2007,246,4.82, ,0.00, ,183, ,1.5, ,41.4, ,25.7,R,32.9, ,52, ,16, ,31, ,13.5, ,1.4, ,123.8, ,26.6, 
44,U.C. Riverside,Los Angeles Basin,9/4/2007,247,6.10, ,0.00, ,247, ,1.5, ,37.2, ,21.3, ,28.9, ,57, ,22, ,38, ,13.3, ,1.9, ,162.5, ,26.3, 
44,U.C. Riverside,Los Angeles Basin,9/5/2007,248,5.58, ,0.00, ,260, ,1.5, ,33.5, ,17.5, ,23.9, ,76, ,25, ,52, ,13.3, ,1.9, ,168.4, ,25.0, 
44,U.C. Riverside,Los Angeles Basin,9/6/2007,249,4.26, ,0.00, ,228, ,1.5, ,29.4, ,15.7, ,20.2, ,84, ,33, ,64, ,13.3, ,1.8, ,152.3, ,24.0, 
44,U.C. Riverside,Los Angeles Basin,9/7/2007,250,4.87, ,0.00, ,254, ,1.4, ,30.4, ,14.3, ,20.9, ,83, ,30, ,58, ,12.3, ,1.7, ,147.3, ,23.4, 
44,U.C. Riverside,Los Angeles Basin,9/8/2007,251,5.07, ,0.00, ,252, ,1.3, ,30.4, ,14.6, ,21.7, ,75, ,29, ,52, ,11.3, ,1.7, ,149.7, ,23.1, 
44,U.C. Riverside,Los Angeles Basin,9/9/2007,252,4.85, ,0.00, ,251, ,1.3, ,29.2, ,14.8, ,20.9, ,79, ,34, ,54, ,11.3, ,1.7, ,144.8, ,22.8, 
44,U.C. Riverside,Los Angeles Basin,9/10/2007,253,5.53, ,0.00, ,262, ,1.1, ,32.4, ,14.0, ,22.7, ,73, ,20, ,40, ,8.5, ,1.7, ,148.5, ,22.5, 
44,U.C. Riverside,Los Angeles Basin,9/11/2007,254,5.95, ,0.00, ,258, ,1.0, ,34.2, ,15.4, ,24.5, ,62, ,17, ,31, ,6.5, ,1.8, ,154.3, ,22.3, 
44,U.C. Riverside,Los Angeles Basin,9/12/2007,255,5.85, ,0.00, ,244, ,0.8, ,34.3, ,15.8, ,25.4, ,51, ,11, ,25, ,4.1, ,1.7, ,147.8, ,22.0, 
44,U.C. Riverside,Los Angeles Basin,9/13/2007,256,5.82, ,0.00, ,250, ,0.9, ,33.8, ,17.0, ,24.8, ,56, ,13, ,29, ,5.7, ,1.7, ,148.3, ,22.1, 
44,U.C. Riverside,Los Angeles Basin,9/14/2007,257,5.29, ,0.00, ,252, ,1.1, ,31.5, ,13.5, ,22.0, ,66, ,18, ,41, ,8.1, ,1.7, ,147.3, ,21.7, 
44,U.C. Riverside,Los Angeles Basin,9/15/2007,258,5.22, ,0.00, ,257, ,1.0, ,31.4, ,12.3, ,21.1, ,68, ,18, ,42, ,7.6, ,1.7, ,146.8, ,21.3, 
44,U.C. Riverside,Los Angeles Basin,9/16/2007,259,5.09, ,0.00, ,250, ,1.1, ,28.4, ,12.4, ,20.1, ,73, ,25, ,46, ,8.0, ,2.0, ,173.7, ,20.9, 
44,U.C. Riverside,Los Angeles Basin,9/17/2007,260,4.31, ,0.00, ,235, ,1.2, ,24.4, ,12.8, ,18.2, ,75, ,37, ,58, ,9.9, ,2.0, ,175.9, ,20.7, 
44,U.C. Riverside,Los Angeles Basin,9/18/2007,261,3.76, ,0.00, ,212, ,1.3, ,26.6, ,12.7, ,18.2, ,82, ,36, ,64, ,11.4, ,1.7, ,148.9, ,20.4, 
44,U.C. Riverside,Los Angeles Basin,9/19/2007,262,3.02, ,0.00, ,167, ,1.3, ,23.2, ,15.2, ,17.9, ,84, ,43, ,64, ,11.0, ,2.2, ,186.2, ,20.6, 
44,U.C. Riverside,Los Angeles Basin,9/20/2007,263,2.32, ,0.00, ,130, ,1.0, ,20.2,Y,12.0, ,15.6, ,80, ,35, ,58, ,7.2, ,2.3,Y,198.6,Y,19.7, 
44,U.C. Riverside,Los Angeles Basin,9/21/2007,264,3.97, ,0.00, ,211, ,1.0, ,26.6, ,9.0,Y,16.5, ,79, ,24, ,53, ,6.8, ,1.7, ,143.2, ,18.8, 
44,U.C. Riverside,Los Angeles Basin,9/22/2007,265,1.84, ,0.00, ,121, ,1.3, ,19.9,Y,13.5, ,16.2, ,81, ,58, ,69, ,10.4, ,1.6, ,136.5, ,18.9, 
44,U.C. Riverside,Los Angeles Basin,9/23/2007,266,3.73, ,0.00, ,223, ,1.2, ,21.6,Y,12.3, ,16.2, ,79, ,42, ,63, ,9.2, ,1.7, ,147.5, ,18.8, 
44,U.C. Riverside,Los Angeles Basin,9/24/2007,267,4.26, ,0.00, ,233, ,1.2, ,28.7, ,11.0, ,18.9, ,83, ,22, ,55, ,9.6, ,1.6, ,138.8, ,18.9, 
44,U.C. Riverside,Los Angeles Basin,9/25/2007,268,4.62, ,0.00, ,226, ,1.1, ,30.9, ,12.7, ,21.3, ,80, ,15, ,44, ,8.6, ,1.6, ,142.2, ,19.4, 
44,U.C. Riverside,Los Angeles Basin,9/26/2007,269,5.01, ,0.00, ,233, ,1.0, ,32.9, ,13.2, ,22.9, ,78, ,13, ,36, ,7.0, ,1.7, ,142.8, ,19.6, 
44,U.C. Riverside,Los Angeles Basin,9/27/2007,270,4.16, ,0.00, ,187, ,1.1, ,30.6, ,14.8, ,21.7, ,68, ,21, ,42, ,8.2, ,1.7, ,145.6, ,19.6, 
44,U.C. Riverside,Los Angeles Basin,9/28/2007,271,1.81, ,0.00, ,108, ,1.4, ,20.7,Y,14.5, ,17.2, ,82, ,59, ,71, ,11.8, ,1.9, ,166.1, ,19.5, 
44,U.C. Riverside,Los Angeles Basin,9/29/2007,272,3.56, ,0.00, ,213, ,1.1, ,23.8, ,13.5, ,17.7, ,76, ,33, ,56, ,8.8, ,1.5, ,131.1, ,19.4, 
44,U.C. Riverside,Los Angeles Basin,9/30/2007,273,5.03, ,0.00, ,229, ,0.9, ,33.1, ,11.5, ,21.9, ,75, ,11, ,33, ,4.8, ,1.8, ,154.8, ,19.1, 
44,U.C. Riverside,Los Angeles Basin,10/1/2007,274,4.53, ,0.00, ,216, ,1.0, ,29.4, ,14.4, ,21.3, ,58, ,25, ,40, ,7.1, ,1.7, ,147.5, ,19.3, 
44,U.C. Riverside,Los Angeles Basin,10/2/2007,275,4.64, ,0.00, ,224, ,1.1, ,32.9, ,14.6, ,22.8, ,65, ,14, ,40, ,8.6, ,1.6, ,141.4, ,19.5, 
44,U.C. Riverside,Los Angeles Basin,10/3/2007,276,4.64, ,0.00, ,216, ,1.0, ,31.0, ,13.7, ,21.9, ,70, ,17, ,38, ,6.9, ,1.7, ,149.2, ,19.6, 
44,U.C. Riverside,Los Angeles Basin,10/4/2007,277,4.11, ,0.00, ,212, ,1.1, ,26.9, ,12.8, ,18.9, ,73, ,26, ,50, ,8.1, ,2.2, ,186.9, ,19.2, 
44,U.C. Riverside,Los Angeles Basin,10/5/2007,278,3.85, ,0.00, ,202, ,0.9, ,19.3, ,11.7, ,15.6, ,71, ,29, ,53, ,6.0, ,2.7, ,234.6, ,18.8, 
44,U.C. Riverside,Los Angeles Basin,10/6/2007,279,4.69, ,0.00, ,220, ,0.6, ,23.1, ,8.1, ,16.0, ,77, ,14, ,34, ,0.0, ,2.6, ,223.9, ,17.4, 
44,U.C. Riverside,Los Angeles Basin,10/7/2007,280,5.32, ,0.00, ,223, ,0.3,Y,27.4, ,9.7, ,19.6, ,32, ,8, ,15,Y,-7.9,Y,2.4, ,211.6, ,16.4, 
44,U.C. Riverside,Los Angeles Basin,10/8/2007,281,5.06, ,0.00, ,220, ,0.4, ,31.5, ,11.5, ,20.7, ,29, ,9, ,16, ,-5.9, ,1.9, ,167.0, ,16.7, 
44,U.C. Riverside,Los Angeles Basin,10/9/2007,282,4.43, ,0.00, ,213, ,0.7, ,28.0, ,9.7, ,18.3, ,57, ,13, ,32, ,1.2, ,1.8, ,154.8, ,16.8, 
44,U.C. Riverside,Los Angeles Basin,10/10/2007,283,3.59, ,0.00, ,208, ,0.9, ,24.0, ,8.7, ,16.1, ,80, ,22, ,50, ,5.8, ,1.6, ,137.5, ,16.9, 
44,U.C. Riverside,Los Angeles Basin,10/11/2007,284,2.96, ,0.00, ,182, ,1.2, ,24.1, ,9.8, ,16.3, ,84, ,37, ,62, ,9.1, ,1.4, ,123.3, ,17.2, 
44,U.C. Riverside,Los Angeles Basin,10/12/2007,285,2.27, ,0.00, ,138, ,1.1, ,20.6, ,11.2, ,15.1, ,83, ,44, ,64, ,8.3, ,1.8, ,154.8, ,17.2, 
44,U.C. Riverside,Los Angeles Basin,10/13/2007,286,1.43, ,0.00, ,109, ,1.3, ,20.5, ,12.2, ,15.6, ,84, ,59, ,74, ,10.9, ,1.3, ,114.0, ,17.3, 
44,U.C. Riverside,Los Angeles Basin,10/14/2007,287,2.94, ,0.00, ,184, ,1.4, ,24.0, ,13.3, ,17.3, ,83, ,47, ,70, ,11.7, ,1.5, ,125.6, ,18.1, 
44,U.C. Riverside,Los Angeles Basin,10/15/2007,288,0.43, ,0.00, ,58, ,1.3, ,17.2,Y,12.3, ,14.3, ,88, ,74, ,82, ,11.3, ,1.5, ,128.0, ,17.7, 
44,U.C. Riverside,Los Angeles Basin,10/16/2007,289,1.33, ,0.00, ,89, ,1.2, ,18.4, ,12.9, ,15.2, ,83, ,53, ,69, ,9.6, ,1.7, ,145.4, ,17.5, 
44,U.C. Riverside,Los Angeles Basin,10/17/2007,290,1.96, ,0.00, ,121, ,1.2, ,20.2, ,11.5, ,15.1, ,80, ,51, ,69, ,9.4, ,1.7, ,146.7, ,17.2, 
44,U.C. Riverside,Los Angeles Basin,10/18/2007,291,3.49, ,0.00, ,193, ,1.0, ,27.6, ,9.8, ,18.0, ,85, ,24, ,49, ,7.1, ,1.7, ,145.8, ,17.4, 
44,U.C. Riverside,Los Angeles Basin,10/19/2007,292,4.20, ,0.00, ,194, ,0.8, ,32.2, ,12.5, ,22.1, ,52, ,13, ,30, ,3.7, ,1.6, ,138.4, ,18.0, 
44,U.C. Riverside,Los Angeles Basin,10/20/2007,293,3.70, ,0.00, ,188, ,1.0, ,26.5, ,12.6, ,18.9, ,66, ,22, ,45, ,6.8, ,1.9, ,167.4, ,18.2, 
44,U.C. Riverside,Los Angeles Basin,10/21/2007,294,7.71, ,0.00, ,188, ,0.2,Y,25.7, ,16.4, ,21.0, ,22, ,6, ,10,Y,-11.7,Y,6.2,R,533.3,R,16.3, 
44,U.C. Riverside,Los Angeles Basin,10/22/2007,295,4.08, ,0.00, ,165, ,0.3,Y,27.8, ,12.5, ,20.1, ,17, ,6, ,11,Y,-11.1,Y,1.7, ,146.8, ,15.5, 
44,U.C. Riverside,Los Angeles Basin,10/23/2007,296,4.33, ,0.00, ,175, ,0.5, ,32.9, ,14.8, ,23.4, ,25, ,10, ,17, ,-3.0, ,1.6, ,141.4, ,16.6, 
44,U.C. Riverside,Los Angeles Basin,10/24/2007,297,5.29, ,0.00, ,180, ,0.5, ,34.6, ,18.2, ,26.3, ,27, ,10, ,16, ,-1.7, ,2.4, ,204.6, ,17.4, 
44,U.C. Riverside,Los Angeles Basin,10/25/2007,298,2.67, ,0.00, ,109, ,0.7, ,30.2, ,15.9, ,21.6, ,37, ,15, ,26, ,1.1, ,1.2, ,103.5, ,17.4, 
44,U.C. Riverside,Los Angeles Basin,10/26/2007,299,3.50, ,0.00, ,159, ,0.7, ,28.2, ,11.9, ,19.8, ,44, ,15, ,30, ,1.8, ,1.4, ,124.5, ,17.1, 
44,U.C. Riverside,Los Angeles Basin,10/27/2007,300,1.45, ,0.00, ,57, ,0.8, ,23.2, ,12.3, ,17.9, ,44, ,27, ,38, ,3.3, ,1.1, ,92.9, ,16.7, 
44,U.C. Riverside,Los Angeles Basin,10/28/2007,301,3.89, ,0.00, ,170, ,0.9, ,32.7, ,15.6, ,23.2, ,48, ,13, ,31, ,5.2, ,1.5, ,132.5, ,17.6, 
44,U.C. Riverside,Los Angeles Basin,10/29/2007,302,2.36, ,0.00, ,102, ,1.0, ,26.7, ,14.6, ,20.0, ,69, ,26, ,44, ,7.4, ,1.5, ,125.5, ,17.9, 
44,U.C. Riverside,Los Angeles Basin,10/30/2007,303,2.56, ,0.00, ,163, ,1.1, ,22.4, ,11.4, ,16.2, ,81, ,39, ,62, ,8.9, ,1.5, ,125.5, ,17.7, 
44,U.C. Riverside,Los Angeles Basin,10/31/2007,304,2.75, ,0.00, ,167, ,1.1, ,26.6, ,9.7, ,17.0, ,81, ,31, ,59, ,9.0, ,1.4, ,122.7, ,17.5, 
44,U.C. Riverside,Los Angeles Basin,11/1/2007,305,2.58, ,0.00, ,163, ,1.2, ,24.4, ,10.6, ,16.3, ,84, ,41, ,66, ,9.9, ,1.4, ,117.9, ,17.5, 
44,U.C. Riverside,Los Angeles Basin,11/2/2007,306,2.77, ,0.00, ,154, ,1.1, ,29.6, ,11.3, ,17.6, ,88, ,13, ,56, ,8.7, ,1.4, ,119.5, ,17.9, 
44,U.C. Riverside,Los Angeles Basin,11/3/2007,307,3.93, ,0.00, ,170, ,0.6, ,30.7, ,13.7, ,21.2, ,58, ,9, ,22, ,-1.4, ,1.8, ,155.3, ,17.3, 
44,U.C. Riverside,Los Angeles Basin,11/4/2007,308,2.42, ,0.00, ,122, ,0.9, ,27.0, ,10.4, ,17.7, ,76, ,17, ,46, ,5.8, ,1.2, ,100.7, ,17.0, 
44,U.C. Riverside,Los Angeles Basin,11/5/2007,309,1.58, ,0.00, ,120, ,1.2, ,21.3, ,10.3, ,14.3, ,87, ,54, ,75, ,9.9, ,1.2, ,107.3, ,16.9, 
44,U.C. Riverside,Los Angeles Basin,11/6/2007,310,2.00, ,0.00, ,144, ,1.2, ,21.8, ,9.7, ,14.2, ,87, ,52, ,74, ,9.6, ,1.3, ,108.0, ,16.9, 
44,U.C. Riverside,Los Angeles Basin,11/7/2007,311,2.21, ,0.00, ,151, ,1.2, ,23.2, ,9.5, ,14.9, ,86, ,46, ,71, ,9.7, ,1.4, ,121.1, ,16.8, 
44,U.C. Riverside,Los Angeles Basin,11/8/2007,312,0.69, ,0.00, ,64, ,1.2, ,16.1, ,12.5, ,13.5, ,85, ,68, ,78, ,9.8, ,1.4, ,120.4, ,16.7, 
